Date,Timestamp,Machine_ID,Operation_Mode,Temperature_C,Vibration_Hz,Power_Consumption_kW,Network_Latency_ms,Packet_Loss_%,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status,Network_Stability_Index,Latency_Sensitivity_Score
20-02-2025,03:42:00,23,Idle,47.479,1.744,8.89,7.212,4.18,1.006,59.171,0.908,6.53,Low,50.988,7.205431076473453
20-02-2025,03:43:00,2,Active,31.668,3.041,9.375,40.205,1.639,6.649,228.525,0.145,8.35,Low,43.405,5.546050236621769
20-02-2025,03:44:00,3,Active,44.173,3.255,8.461,18.08,2.311,6.285,258.026,0.056,1.044,Medium,58.81,13.52337526205451
20-02-2025,03:45:00,6,Active,57.894,2.721,8.052,3.719,4.827,8.258,257.388,0.271,2.67,Medium,48.010999999999996,54.54291163382073
20-02-2025,03:46:00,19,Active,50.819,1.72,1.653,23.333,1.111,8.361,284.021,0.401,3.422,Medium,65.557,11.672255784325815
20-02-2025,03:47:00,21,Active,48.708,4.86,5.814,5.302,2.043,4.408,424.875,0.204,4.943,Medium,74.268,67.4190733100603
20-02-2025,03:48:00,45,Active,45.517,2.873,1.582,18.095,1.733,0.326,63.999,0.133,0.104,Low,64.575,3.351610369206599
20-02-2025,03:49:00,20,Maintenance,51.051,4.277,4.847,31.715,1.567,2.549,286.922,0.866,1.019,Medium,52.615,8.770349992358245
20-02-2025,03:50:00,21,Idle,40.853,0.48,7.581,2.216,3.388,4.034,386.827,0.593,13.216,Low,63.904,120.28202736318407
20-02-2025,03:51:00,40,Idle,59.18,3.914,1.972,26.577,1.596,1.125,360.001,0.305,9.064,Low,57.462999999999994,13.05439315371505
20-02-2025,03:52:00,4,Active,79.062,3.068,2.858,38.436,4.217,0.481,429.161,0.71,13.437,Low,19.394000000000005,10.882467795922507
20-02-2025,03:53:00,25,Active,67.287,3.556,8.046,11.165,0.929,0.684,142.573,0.792,13.541,Low,79.545,11.719934237566791
20-02-2025,03:54:00,7,Maintenance,31.21,1.311,3.139,31.229,1.968,2.854,200.268,0.912,4.693,Medium,49.090999999999994,6.213906729963697
20-02-2025,03:55:00,7,Maintenance,47.205,1.713,5.173,13.179,2.709,9.181,116.775,0.381,11.013,Low,59.730999999999995,8.235771210945765
20-02-2025,03:56:00,33,Maintenance,68.383,0.653,8.317,11.514,4.125,8.041,478.306,0.159,12.994,Low,47.236000000000004,38.22167172766502
20-02-2025,03:57:00,26,Maintenance,87.826,3.581,4.002,10.344,2.488,4.635,470.084,0.41,7.5,Low,64.77600000000001,41.438998589562765
20-02-2025,03:58:00,17,Active,79.69,2.844,7.124,7.734,2.082,3.731,195.938,0.117,5.361,Low,71.446,22.433936340737347
20-02-2025,03:59:00,8,Active,32.929,0.761,8.523,35.765,0.844,8.937,151.105,0.923,12.892,Low,55.795,4.110023119815041
20-02-2025,04:00:00,26,Active,66.657,2.732,2.333,14.221,4.746,0.142,254.676,0.779,11.892,Low,38.319,16.731883581893435
20-02-2025,04:01:00,15,Idle,34.258,0.12,3.708,22.032,0.916,3.227,419.803,0.502,9.84,Low,68.80799999999999,18.226945119833275
20-02-2025,04:02:00,20,Idle,39.745,2.826,4.554,17.326,2.649,2.448,350.544,0.439,13.492,Low,56.184,19.128233111426386
20-02-2025,04:03:00,19,Active,78.393,4.969,9.761,30.916,3.69,4.533,360.041,0.518,8.707,Low,32.184,11.280893595688683
20-02-2025,04:04:00,7,Active,82.339,3.708,1.83,48.662,4.762,7.118,161.409,0.296,7.635,Low,3.7180000000000035,3.2501510209012925
20-02-2025,04:05:00,45,Active,36.648,0.661,3.621,36.95,1.026,0.536,300.621,0.424,6.546,Low,52.79,7.921501976284584
20-02-2025,04:06:00,1,Idle,55.873,4.413,8.837,5.588,4.169,7.983,156.175,0.322,8.071,Low,52.72200000000001,23.70598057073467
20-02-2025,04:07:00,39,Active,40.086,2.025,7.344,40.53,1.55,2.969,102.882,0.941,5.979,Low,43.97,2.477293522754635
20-02-2025,04:08:00,37,Active,57.377,0.715,2.375,32.159,2.17,8.694,304.561,0.282,5.693,Low,46.141000000000005,9.18486685364456
20-02-2025,04:09:00,18,Active,69.77,1.725,3.456,33.178,0.062,0.888,191.261,0.466,8.869,Low,66.202,5.596026683831705
20-02-2025,04:10:00,8,Active,55.979,3.601,2.412,9.182,2.504,4.817,395.504,0.32,7.419,Low,65.77799999999999,38.843449224120995
20-02-2025,04:11:00,15,Active,59.698,1.746,4.539,1.886,4.909,5.496,143.423,0.944,14.311,Low,49.023999999999994,49.69611919611919
20-02-2025,04:12:00,50,Active,89.965,3.767,2.295,14.965,4.841,4.883,478.294,0.868,4.187,Medium,36.625,29.958910115878485
20-02-2025,04:13:00,6,Active,72.691,3.23,2.252,37.287,2.083,3.655,387.564,0.59,2.052,Medium,41.882999999999996,10.122600360435658
20-02-2025,04:14:00,37,Active,83.621,4.982,4.716,3.368,1.16,5.697,187.37,0.885,12.956,Low,85.032,42.89606227106227
20-02-2025,04:15:00,22,Active,42.929,4.407,5.781,14.998,1.559,5.23,169.312,0.868,1.605,Low,69.412,10.583322915364421
20-02-2025,04:16:00,11,Active,32.012,0.871,5.095,38.443,4.688,3.652,210.191,0.567,11.687,Low,14.676999999999992,5.3289810612783
20-02-2025,04:17:00,26,Active,81.187,4.589,5.4,39.524,0.444,1.688,361.519,0.69,3.489,Medium,56.036,8.921108478926069
20-02-2025,04:18:00,8,Active,48.444,4.58,8.432,24.031,3.158,0.142,347.928,0.029,1.735,Medium,44.389,13.89988414366186
20-02-2025,04:19:00,9,Idle,52.978,2.259,6.601,47.302,2.911,7.834,144.706,0.834,13.607,Low,23.587999999999994,2.9958593847045667
20-02-2025,04:20:00,13,Active,48.21,3.909,3.01,6.34,3.109,7.692,78.765,0.156,11.206,Low,62.57,10.730926430517712
20-02-2025,04:21:00,3,Maintenance,34.803,3.752,6.657,30.781,3.881,9.207,209.005,0.698,0.873,Medium,30.408999999999992,6.5764135804411445
20-02-2025,04:22:00,3,Active,47.894,0.298,4.569,11.517,4.705,0.135,279.04,0.521,8.497,Low,41.43299999999999,22.29288168091396
20-02-2025,04:23:00,7,Active,40.627,0.348,3.204,12.357,3.504,4.437,377.388,0.24,7.415,Low,52.603,28.253949240098823
20-02-2025,04:24:00,3,Active,76.469,2.545,6.829,33.23,2.251,1.968,360.239,0.069,13.74,Low,44.260000000000005,10.524072451066317
20-02-2025,04:25:00,11,Maintenance,58.984,0.462,5.03,27.349,1.949,7.595,399.179,0.063,5.181,Low,53.161,14.080884687290556
20-02-2025,04:26:00,46,Active,43.044,2.227,5.934,37.173,3.223,5.911,312.603,0.235,2.711,Medium,30.59700000000001,8.189112723652844
20-02-2025,04:27:00,28,Idle,83.786,2.514,1.923,46.854,0.074,5.459,134.224,0.259,1.822,Low,52.406,2.804864797091152
20-02-2025,04:28:00,42,Idle,83.356,4.26,2.882,30.448,3.219,6.402,257.125,0.422,5.229,Low,37.361999999999995,8.176195624523022
20-02-2025,04:29:00,31,Active,37.524,3.391,5.7,27.239,0.825,1.11,358.186,0.262,3.762,Medium,64.511,12.68408937993555
20-02-2025,04:30:00,9,Active,60.838,0.988,8.871,43.339,2.327,6.101,445.105,0.465,4.904,Medium,33.391000000000005,10.038679266559914
20-02-2025,04:31:00,27,Active,53.398,3.071,5.106,39.455,1.114,0.204,158.931,0.943,11.289,Low,49.405,3.9285873192436043
20-02-2025,04:32:00,12,Active,40.825,4.778,9.879,42.813,4.664,5.647,278.466,0.481,0.315,Medium,10.546999999999997,6.355784812726816
20-02-2025,04:33:00,8,Active,44.334,4.398,5.758,29.868,3.222,1.858,322.556,0.816,10.147,Low,37.912000000000006,10.449527018271349
20-02-2025,04:34:00,44,Active,76.759,1.301,1.941,17.359,0.316,1.749,437.427,0.594,2.205,Medium,79.481,23.826297728634454
20-02-2025,04:35:00,41,Active,50.687,3.17,6.352,11.66,3.767,7.123,342.902,0.694,0.874,Medium,50.67,27.085466034755132
20-02-2025,04:36:00,22,Maintenance,71.76,3.078,7.316,43.008,3.221,2.111,141.854,0.897,7.091,Low,24.781999999999996,3.2233684784584624
20-02-2025,04:37:00,18,Active,63.472,1.893,8.951,10.601,1.886,5.606,279.655,0.158,13.96,Low,70.539,24.106111542108433
20-02-2025,04:38:00,30,Idle,65.967,4.461,6.113,28.068,0.639,9.985,383.616,0.93,0.755,Medium,65.542,13.197192789321589
20-02-2025,04:39:00,49,Idle,52.062,3.952,4.339,1.58,4.378,5.592,307.752,0.833,10.613,Low,54.64,119.28372093023256
20-02-2025,04:40:00,11,Idle,54.387,4.834,2.557,43.191,3.562,4.532,252.271,0.671,4.237,Medium,21.188999999999993,5.708651082799665
20-02-2025,04:41:00,2,Active,44.621,2.74,5.82,23.729,0.797,5.014,55.686,0.198,4.969,Low,68.301,2.251850054591775
20-02-2025,04:42:00,29,Active,65.781,3.52,4.511,33.246,2.669,2.34,493.873,0.485,11.99,Low,40.06399999999999,14.421333878409156
20-02-2025,04:43:00,26,Active,31.15,1.333,6.213,45.006,1.836,0.791,443.195,0.121,7.666,Low,36.634,9.633417380341694
20-02-2025,04:44:00,14,Active,84.252,1.732,2.451,8.825,0.858,1.558,80.712,0.319,0.424,Low,82.595,8.21496183206107
20-02-2025,04:45:00,28,Active,40.256,4.355,8.175,26.097,1.84,2.77,263.881,0.156,11.228,Low,55.503,9.738384322987784
20-02-2025,04:46:00,35,Active,83.065,3.491,9.005,9.24,3.543,1.14,365.348,0.767,0.987,Medium,55.33,35.678515625
20-02-2025,04:47:00,6,Active,83.551,4.238,4.237,25.195,3.973,3.18,369.779,0.488,14.933,Low,35.075,14.11639625882802
20-02-2025,04:48:00,36,Active,59.619,0.572,5.429,12.145,0.733,6.375,452.476,0.611,4.13,Medium,80.525,34.42190947128186
20-02-2025,04:49:00,12,Maintenance,74.615,1.02,6.405,24.624,0.367,9.927,299.212,0.597,5.085,Low,71.706,11.67702154230409
20-02-2025,04:50:00,34,Active,43.182,2.285,5.314,19.003,2.711,6.867,173.852,0.592,7.302,Low,53.887,8.691296305554166
20-02-2025,04:51:00,6,Active,60.814,1.728,6.009,20.937,2.874,6.106,277.815,0.896,14.414,Low,50.323,12.664220267128595
20-02-2025,04:52:00,37,Active,44.827,3.892,4.658,17.478,0.084,3.746,255.202,0.613,13.158,Low,81.682,13.811126745318756
20-02-2025,04:53:00,37,Idle,47.008,0.9,2.068,35.071,4.465,0.777,335.626,0.808,14.87,Low,20.278999999999996,9.304593717945163
20-02-2025,04:54:00,8,Maintenance,34.743,0.669,7.729,32.662,2.118,3.734,451.581,0.31,1.067,High,46.158,13.415156556354347
20-02-2025,04:55:00,37,Active,51.14,4.575,3.999,25.463,3.75,2.848,185.827,0.896,7.654,Low,37.037,7.022144125760495
20-02-2025,04:56:00,40,Active,45.248,1.125,2.069,46.299,1.253,2.304,62.203,0.275,6.77,Low,41.171,1.315101799192372
20-02-2025,04:57:00,33,Active,44.799,4.138,1.72,32.999,2.478,4.445,425.821,0.379,1.757,High,42.221,12.52451542692432
20-02-2025,04:58:00,41,Idle,82.623,3.527,3.888,43.251,4.037,1.109,400.473,0.369,1.991,High,16.379000000000005,9.050032767621072
20-02-2025,04:59:00,46,Active,84.255,4.668,9.706,11.183,1.5,9.96,276.932,0.184,6.713,Low,73.81700000000001,22.731018632520726
20-02-2025,05:00:00,31,Active,62.072,0.158,4.105,3.703,1.509,6.112,339.215,0.476,3.495,Medium,81.207,72.12736551137571
20-02-2025,05:01:00,34,Active,62.796,3.782,7.453,11.191,2.156,9.975,393.561,0.779,11.285,Low,67.249,32.28291362480518
20-02-2025,05:02:00,11,Idle,59.328,2.74,6.412,7.432,4.079,1.48,275.433,0.496,11.31,Low,51.778,32.66520398481973
20-02-2025,05:03:00,36,Active,58.006,2.186,6.805,8.447,4.686,2.314,408.542,0.326,13.826,Low,44.693,43.24568646131047
20-02-2025,05:04:00,4,Active,50.53,1.274,5.034,34.365,1.769,9.539,180.901,0.314,5.793,Low,47.94499999999999,5.115255195815071
20-02-2025,05:05:00,17,Active,48.944,3.511,1.539,11.437,2.036,6.045,345.521,0.869,4.452,Medium,68.203,27.7816997668248
20-02-2025,05:06:00,16,Active,57.964,2.623,3.543,22.207,2.64,5.574,390.36,0.431,4.042,Medium,51.393,16.82078683155944
20-02-2025,05:07:00,30,Maintenance,70.808,1.492,5.377,3.576,4.803,3.804,285.642,0.386,11.213,Low,48.394,62.421765734265726
20-02-2025,05:08:00,39,Active,58.797,3.99,4.856,30.345,0.524,6.719,253.456,0.294,8.545,Low,64.41499999999999,8.086010527994896
20-02-2025,05:09:00,44,Active,46.558,3.092,4.168,3.938,1.483,8.242,375.955,0.042,12.305,Low,81.232,76.13507492912109
20-02-2025,05:10:00,49,Active,69.544,4.269,7.333,1.49,3.969,9.558,325.514,0.981,8.659,Low,58.82,130.7285140562249
20-02-2025,05:11:00,5,Idle,71.3,1.706,2.655,26.78,0.846,1.587,346.459,0.791,6.211,Low,64.75999999999999,12.471526277897768
20-02-2025,05:12:00,40,Active,81.088,0.457,5.219,23.357,0.508,6.031,288.711,0.911,8.587,Low,71.563,11.8533070575194
20-02-2025,05:13:00,37,Idle,68.401,2.756,4.902,39.651,4.204,7.128,385.902,0.282,4.431,Medium,18.308999999999997,9.493050601461217
20-02-2025,05:14:00,43,Active,65.17,1.724,8.355,20.128,4.426,6.062,281.695,0.246,3.821,Medium,35.611999999999995,13.332781143506248
20-02-2025,05:15:00,26,Active,80.942,1.865,1.919,4.116,1.453,7.616,218.352,0.659,8.418,Low,81.354,42.68021892103206
20-02-2025,05:16:00,28,Idle,56.419,2.419,5.792,23.569,2.421,9.018,314.596,0.903,2.45,Medium,52.221000000000004,12.804591151451016
20-02-2025,05:17:00,19,Active,41.039,3.965,9.123,43.31,3.013,9.342,454.646,0.252,4.321,Medium,26.560000000000002,10.26057323403295
20-02-2025,05:18:00,21,Active,57.845,1.864,2.063,48.19,3.313,8.452,290.513,0.623,0.72,Medium,18.680000000000007,5.9059361658873755
20-02-2025,05:19:00,28,Active,73.935,3.936,4.205,37.913,4.744,0.098,447.336,0.427,5.123,Low,14.647000000000006,11.495798319327733
20-02-2025,05:20:00,19,Idle,38.646,1.442,3.77,14.447,2.702,3.234,419.368,0.185,7.498,Low,58.533,27.148831488314883
20-02-2025,05:21:00,36,Active,58.38,3.96,9.619,14.678,1.006,4.62,352.594,0.716,7.247,Low,75.262,22.489730833014413
20-02-2025,05:22:00,11,Active,30.717,2.936,7.467,20.093,3.226,6.614,86.479,0.911,3.192,Low,47.647000000000006,4.099890959085952
20-02-2025,05:23:00,19,Maintenance,67.659,1.746,4.01,20.519,2.959,7.181,374.908,0.767,8.77,Low,49.891000000000005,17.422185045773503
20-02-2025,05:24:00,5,Active,54.524,1.69,1.903,13.564,0.752,6.41,453.035,0.573,4.444,Medium,78.916,31.10649546827795
20-02-2025,05:25:00,2,Active,47.258,4.168,3.031,23.752,0.706,1.595,331.084,0.947,1.161,Medium,69.188,13.376050420168069
20-02-2025,05:26:00,25,Active,30.37,3.216,9.962,26.473,2.025,3.727,460.624,0.935,9.107,Low,53.277,16.766425217486262
20-02-2025,05:27:00,26,Idle,30.793,2.741,3.171,4.475,0.519,6.512,150.264,0.596,10.809,Low,90.33500000000001,27.445479452054798
20-02-2025,05:28:00,30,Idle,50.153,0.492,3.262,19.52,0.238,9.06,477.762,0.754,2.057,Medium,78.1,23.282748538011695
20-02-2025,05:29:00,17,Active,39.322,0.178,4.488,36.173,2.288,5.167,281.049,0.008,4.702,Medium,40.947,7.560568154305543
20-02-2025,05:30:00,21,Active,36.824,1.336,5.469,42.139,1.498,7.909,269.415,0.431,2.123,Medium,42.881,6.245276895616495
20-02-2025,05:31:00,20,Active,65.341,0.966,6.337,39.117,1.145,7.211,421.725,0.366,0.638,High,49.433,10.512376299324478
20-02-2025,05:32:00,18,Active,88.087,2.374,6.248,41.827,2.51,3.659,348.924,0.16,8.422,Low,33.07300000000001,8.147290260816774
20-02-2025,05:33:00,47,Active,73.907,4.257,7.239,6.783,2.781,5.704,295.264,0.487,6.291,Low,65.407,37.93704227161763
20-02-2025,05:34:00,16,Active,69.331,3.092,7.84,37.187,4.268,7.872,211.491,0.977,7.496,Low,20.13300000000001,5.538298373792129
20-02-2025,05:35:00,28,Idle,88.172,2.193,7.855,38.556,4.31,0.145,74.772,0.917,5.199,Low,18.34400000000001,1.8902821316614422
20-02-2025,05:36:00,12,Active,61.664,1.185,2.959,44.745,1.726,5.005,247.592,0.351,12.267,Low,37.995000000000005,5.4124385178708065
20-02-2025,05:37:00,40,Idle,64.685,3.177,7.141,43.625,1.237,1.878,52.247,0.069,6.533,Low,44.004999999999995,1.1708011204481792
20-02-2025,05:38:00,6,Active,42.767,3.326,2.808,17.624,0.366,0.789,382.954,0.737,10.865,Low,78.71600000000001,20.56239261168385
20-02-2025,05:39:00,24,Active,61.778,2.526,6.041,36.096,4.158,4.828,204.388,0.056,3.333,Medium,22.323999999999998,5.509704550355834
20-02-2025,05:40:00,50,Active,67.579,2.419,7.671,20.221,1.961,8.518,341.931,0.329,11.635,Low,60.169,16.112859902926346
20-02-2025,05:41:00,43,Active,87.898,2.388,1.53,5.61,4.888,1.858,158.023,0.796,10.088,Low,45.51,23.90665658093797
20-02-2025,05:42:00,6,Active,50.122,4.988,6.336,23.102,2.477,0.917,120.023,0.735,8.763,Low,52.128,4.979794207949547
20-02-2025,05:43:00,17,Active,33.824,4.097,5.769,40.596,4.622,4.434,246.515,0.493,14.907,Low,13.183999999999997,5.92641119338398
20-02-2025,05:44:00,42,Active,82.729,0.508,4.544,30.784,0.51,7.418,289.192,0.582,5.084,Low,64.116,9.09866599546942
20-02-2025,05:45:00,19,Idle,64.204,4.514,4.157,38.831,2.449,5.952,198.573,0.713,3.129,Low,36.679,4.985388265421405
20-02-2025,05:46:00,47,Active,82.991,4.618,4.999,44.228,2.935,7.211,453.775,0.745,8.463,Low,26.421999999999997,10.033054744848323
20-02-2025,05:47:00,48,Active,42.105,1.0,7.234,23.942,3.8,5.37,146.373,0.842,5.004,Low,38.058,5.86853500120279
20-02-2025,05:48:00,28,Idle,37.906,1.645,7.665,48.746,4.722,7.078,126.305,0.543,1.685,Low,4.033999999999992,2.5389981104008363
20-02-2025,05:49:00,29,Maintenance,59.803,2.186,4.182,49.378,3.351,2.557,261.917,0.72,5.219,Low,17.111999999999995,5.199035293183532
20-02-2025,05:50:00,49,Active,71.83,1.234,3.011,22.423,4.421,3.925,95.763,0.965,10.604,Low,33.36699999999999,4.0884173675447215
20-02-2025,05:51:00,7,Idle,37.103,4.303,5.691,43.65,3.149,1.944,251.687,0.328,0.322,Medium,24.86,5.636886898096305
20-02-2025,05:52:00,19,Maintenance,85.436,2.149,9.912,17.173,2.136,5.894,240.751,0.672,8.48,Low,61.467,13.247730149122326
20-02-2025,05:53:00,8,Active,80.876,0.2,8.281,8.704,4.758,4.029,204.695,0.023,9.151,Low,43.716,21.093878812860673
20-02-2025,05:54:00,8,Active,43.288,0.635,9.665,3.386,4.052,8.528,90.627,0.188,1.284,Low,56.094,20.662790697674417
20-02-2025,05:55:00,5,Active,87.797,2.92,8.671,40.708,4.326,5.111,91.501,0.614,1.454,Low,16.03200000000001,2.1938477030785464
20-02-2025,05:56:00,43,Active,58.234,2.855,3.037,5.769,1.184,9.183,246.138,0.326,6.968,Low,82.39099999999999,36.3625350864234
20-02-2025,05:57:00,34,Active,72.77,2.708,9.665,29.887,1.373,6.81,128.314,0.735,2.838,Low,56.382999999999996,4.154304399909346
20-02-2025,05:58:00,50,Active,76.764,1.987,7.125,48.507,1.916,4.37,188.659,0.608,1.118,Low,32.333,3.81075403478296
20-02-2025,05:59:00,21,Active,83.496,0.536,2.11,45.28,4.44,7.078,405.786,0.624,8.267,Low,10.319999999999993,8.768063958513396
20-02-2025,06:00:00,4,Active,40.689,2.217,5.87,2.262,2.515,5.612,255.578,0.146,7.124,Low,72.588,78.35009196811772
20-02-2025,06:01:00,44,Active,60.709,3.431,8.761,32.647,3.234,5.14,258.077,0.527,11.816,Low,35.013000000000005,7.670134038695872
20-02-2025,06:02:00,36,Active,51.805,3.994,3.495,37.999,4.929,0.639,246.074,0.119,6.623,Low,12.710999999999999,6.309751532090567
20-02-2025,06:03:00,5,Active,51.872,2.998,6.737,22.282,4.86,9.669,242.566,0.036,0.038,Medium,29.117999999999995,10.418606648913324
20-02-2025,06:04:00,49,Active,74.164,1.062,4.068,2.126,1.453,5.283,268.762,0.222,9.846,Low,83.344,85.97632757517594
20-02-2025,06:05:00,23,Idle,68.919,0.4,2.291,49.683,1.718,6.596,226.013,0.536,11.302,Low,33.137,4.459345342619813
20-02-2025,06:06:00,19,Idle,70.868,4.052,4.433,33.965,1.021,1.445,214.666,0.825,0.436,Medium,55.824999999999996,6.139453739453739
20-02-2025,06:07:00,42,Idle,56.172,3.895,7.606,15.404,2.148,5.022,113.07,0.572,0.702,Low,63.116,6.8928310168251645
20-02-2025,06:08:00,46,Active,34.751,0.853,7.52,21.417,1.173,1.613,184.815,0.625,12.049,Low,66.853,8.244412722487397
20-02-2025,06:09:00,15,Idle,83.005,4.698,2.663,37.295,2.072,8.1,452.37,0.495,13.799,Low,41.985,11.81276929103016
20-02-2025,06:10:00,14,Active,81.912,3.419,7.934,31.839,2.089,5.326,452.611,0.056,2.146,Medium,47.271,13.782727854075947
20-02-2025,06:11:00,48,Active,73.05,2.197,1.585,4.792,4.805,5.92,300.817,0.109,2.312,Medium,47.158,51.936636740331494
20-02-2025,06:12:00,8,Active,45.16,3.981,7.259,48.666,1.531,2.731,92.822,0.207,0.014,Low,36.024,1.8689244150928201
20-02-2025,06:13:00,9,Active,62.143,3.286,7.627,29.622,0.86,8.01,344.557,0.298,14.81,Low,61.778,11.251943047482204
20-02-2025,06:14:00,40,Active,74.49,4.639,3.217,29.109,3.985,4.715,144.509,0.303,11.516,Low,31.040999999999997,4.799528380218539
20-02-2025,06:15:00,11,Active,45.597,3.878,8.057,3.309,1.761,5.255,479.98,0.565,10.732,Low,79.081,111.39011371547923
20-02-2025,06:16:00,44,Active,68.138,1.573,8.593,17.551,4.512,9.958,439.776,0.998,11.814,Low,37.32900000000001,23.70632310926635
20-02-2025,06:17:00,46,Active,43.241,1.222,5.339,40.362,3.141,2.607,334.381,0.545,1.071,Medium,28.227999999999994,8.084256080460325
20-02-2025,06:18:00,18,Active,58.844,0.159,8.01,2.634,3.649,1.154,315.355,0.384,0.866,Medium,60.876,86.77903137039077
20-02-2025,06:19:00,32,Active,80.294,4.293,7.398,35.262,1.301,3.929,451.456,0.147,9.73,Low,51.728,12.449837295240197
20-02-2025,06:20:00,44,Active,60.359,2.075,8.42,31.401,1.286,4.006,383.003,0.89,0.441,Medium,55.739000000000004,11.82071541001821
20-02-2025,06:21:00,36,Active,71.86,4.181,1.698,44.345,2.927,1.099,485.524,0.047,7.679,Low,26.38499999999999,10.707332671738891
20-02-2025,06:22:00,45,Active,69.725,4.442,4.048,46.302,0.204,3.786,402.223,0.941,9.311,Low,51.658,8.503297957803053
20-02-2025,06:23:00,21,Idle,86.586,2.093,4.29,10.004,0.324,4.994,347.419,0.942,14.059,Low,86.756,31.572064703744093
20-02-2025,06:24:00,27,Active,37.09,3.963,4.2,24.423,0.83,9.435,357.153,0.198,6.081,Low,67.277,14.048420721394015
20-02-2025,06:25:00,48,Active,36.162,3.416,3.128,42.119,4.081,1.12,359.123,0.822,11.227,Low,17.070999999999998,8.328648623576614
20-02-2025,06:26:00,42,Active,32.107,3.528,6.359,40.142,4.047,2.927,313.323,0.689,2.2,Medium,19.388000000000005,7.615648242671721
20-02-2025,06:27:00,21,Active,69.888,2.764,6.804,49.211,1.994,3.171,190.683,0.227,8.273,Low,30.849000000000004,3.797633984585051
20-02-2025,06:28:00,11,Idle,32.608,3.179,6.922,41.892,1.0,9.977,302.138,0.869,10.93,Low,48.108,7.044157418632844
20-02-2025,06:29:00,44,Active,88.229,1.014,9.209,17.427,3.577,6.406,67.638,0.796,10.347,Low,46.803,3.6705920659901237
20-02-2025,06:30:00,50,Active,33.295,3.338,8.121,44.231,4.16,4.263,492.766,0.036,7.338,Low,14.168999999999997,10.894430810727156
20-02-2025,06:31:00,34,Active,43.865,2.336,2.155,46.457,2.788,2.739,222.273,0.323,12.356,Low,25.662999999999997,4.683671534230988
20-02-2025,06:32:00,5,Active,68.292,1.804,9.213,27.294,1.823,9.835,101.786,0.5,14.031,Low,54.476,3.59744115360147
20-02-2025,06:33:00,28,Active,54.552,2.171,7.767,38.442,4.848,6.636,68.008,0.864,10.206,Low,13.078000000000003,1.7242533340094315
20-02-2025,06:34:00,10,Active,68.985,2.605,7.47,8.773,3.612,8.879,320.871,0.16,4.612,Medium,55.107,32.83239537501279
20-02-2025,06:35:00,48,Active,53.761,4.715,9.731,35.742,1.69,0.542,252.735,0.128,8.017,Low,47.358000000000004,6.8786402482173
20-02-2025,06:36:00,12,Maintenance,37.179,2.857,6.211,25.029,2.326,1.289,319.09,0.48,13.713,Low,51.711,12.259018786737869
20-02-2025,06:37:00,41,Active,62.269,3.667,2.556,37.892,0.388,0.696,439.317,0.024,11.298,Low,58.227999999999994,11.295819191607528
20-02-2025,06:38:00,3,Active,87.69,1.475,4.517,40.672,2.056,5.85,91.634,0.083,7.578,Low,38.768,2.1989345363793436
20-02-2025,06:39:00,1,Active,33.897,1.929,3.232,30.459,4.122,3.555,416.279,0.028,0.354,High,28.320999999999998,13.232429511427572
20-02-2025,06:40:00,37,Active,81.182,0.361,2.299,15.938,4.295,8.825,489.426,0.314,8.826,Low,41.111999999999995,28.895147006730422
20-02-2025,06:41:00,40,Idle,81.197,2.579,2.243,31.391,0.06,8.186,215.807,0.303,14.6,Low,68.009,6.6625605878176035
20-02-2025,06:42:00,49,Active,84.764,3.682,7.326,35.142,0.711,1.776,141.709,0.411,3.737,Low,57.748,3.9208953572021468
20-02-2025,06:43:00,1,Idle,85.888,2.339,6.795,17.771,4.077,7.66,66.707,0.281,11.727,Low,41.458999999999996,3.5537264929945125
20-02-2025,06:44:00,13,Maintenance,61.719,2.81,7.945,15.112,3.733,8.781,409.388,0.067,4.063,Medium,47.55799999999999,25.408887785501484
20-02-2025,06:45:00,38,Active,87.2,0.576,2.705,28.941,1.097,5.648,487.298,0.784,14.648,Low,60.089,16.275274706923618
20-02-2025,06:46:00,15,Maintenance,69.097,0.252,7.528,30.536,1.102,0.187,288.901,0.067,6.846,Low,58.443999999999996,9.160990613901573
20-02-2025,06:47:00,7,Active,82.843,2.539,8.245,49.498,1.458,1.797,471.31,0.284,5.268,Low,35.922,9.333240920432493
20-02-2025,06:48:00,30,Active,53.355,0.631,7.315,45.724,0.51,5.28,124.304,0.985,0.796,Low,49.176,2.660388665353994
20-02-2025,06:49:00,24,Active,69.937,4.121,7.539,25.907,2.944,1.289,326.078,0.453,9.214,Low,44.653,12.118705169658453
20-02-2025,06:50:00,8,Active,41.588,1.464,4.568,45.256,2.7,8.169,240.04,0.571,11.183,Low,27.744,5.189380837080595
20-02-2025,06:51:00,3,Idle,64.604,2.545,9.92,47.44,4.617,2.276,162.629,0.193,2.675,Low,6.390000000000001,3.3573286540049545
20-02-2025,06:52:00,15,Active,31.334,4.947,3.106,5.98,0.982,1.77,247.845,0.392,6.535,Low,84.2,35.507879656160455
20-02-2025,06:53:00,36,Active,84.265,2.278,1.83,21.694,3.132,2.869,479.84,0.884,8.431,Low,46.986,21.14391469110778
20-02-2025,06:54:00,41,Active,64.428,2.426,4.842,11.877,1.018,5.83,137.831,0.507,4.87,Low,77.943,10.703657684243224
